album (3);(Kettridge 1973);guard book;;;AM
liste d’invités;TDTR;Guest lists;;;
guide;TDTR;Guides;;;
emballage de chewing gum;TDTR;Gum wrappers;;;
étiquette collée, étiquette en papier gommé;Coulisses Audin Kettridge JJC ABMP;gummed label;;;AM
papier gommé;FN;gummed paper;;;MT
étiquette de fabricant de fusil, d’armurier;TDTR;'Gunmakers'' labels';;;
carte à boutons, à épingles, etc.;TDTR;Haberdashery cards;;;
carte de contact de radioamateur ?;TDTR;Ham radio cards;;;
prospectus (1);JGC p.410;handbill;;Used in sense of advertisement: wider use than in English;AM
mouchoir;TDTR;Handkerchiefs;;;
carte de vœux fait main;TDTR;Hand-made greetings cards;;;
timbre, cachet, estampille;TDTR;Handstamps;;;
;;hanging tag;;;MT
jeu de 7 familles;(CC 46, 14);Happy Families;;(card game, not in ET);MT
arlequinade;(CC 48, 9);harlequinade ;;avoid using ET;
etui de chapeau;;hat box;;(not in ET);MT
étiquette de chapeau;TDTR;Hat labels;;;
protège-dossier;TDTR;Head rest covers;;;
conseils de santé, de sécurité;TDTR;Health and safety notices;;;
certificat médical (1);TDTR;Health certificates;;;
carte d’assurance maladie, de sécurité sociale;TDTR;Health insurance cards;;;
illusion d’optique, image devinette;TDTR (CC 33, 72–78);Hidden image works;;;
carte à nom caché;TDTR;Hidden name cards;;;
code de la route;(CC 60, 13);highway code;;(not in ET);MT
carte de vœux… hindoue ?;TDTR;Hindu greetings cards;;;
contrat de location de matériel;TDTR;Hire contracts;;;
lettrine historiée;(CC 48, 8);historiated letter;;(not in ET);MT
ouvrage transparent (p. ex. cartes transparentes);TDTR;Hold-to-light works;;;
hologramme;TDTR;Holograms;;;
menu d’hôpital;TDTR;Hospital menus;;;
billet d’admission en hospice;TDTR;Hostel admission tickets;;;
étiquette de clef;(Plaque à jour)(TL);hotel key label in form of a stencil number;;(not in ET) ;MT
étiquette d’hôtel;TDTR (CC 7/12/07 p.35) JAL;Hotel labels;;;
papeterie d’hôtel;TDTR;Hotel stationery;;;
coupon d’hôtel;TDTR;Hotel vouchers;;;
'journal d''entreprise';;house journal/magazine/organ/paper;;;AM
livre de comptes, livre de raison;TDTR;Household accounts;;;
règlement domestique;TDTR;Household regulations;;;
permis de chasse ;TDTR;Hunting licences;;;
;TDTR;Hymn board number cards;;;
feuille de chants;TDTR;Hymn sheets;;;
emballage de bâtonnet glacé;(CC 64);ice cream wrapper ?;;(not in ET as such);MT
couvercle de gobelet de glace;TDTR;Ice-cream tub lids;;;
'carte d''identité';AN AM;id/identity/identification card;;;AM 
bracelet d’identité;TDTR;Identity bracelets;;;
carte d’identité;TDTR (Kettridge 1973);Identity cards;;;
jaquette illustrée;(Petit 1997:18);illustrated book jacket;;;AM
imagerie Pellerin;(CC 61, 82);imagerie d’épinal;;;MT
imagerie populaire;TDTR JGC p.191;Imagerie populaire, popular prints;;;AM
images;(PL);images;;(not in ET);MT
carte moyen-âge;ABMP;imitation deckle-edged card;;(not in ET);MT
enveloppe imitation moyen-âge;(PC);imitation deckle-edged envelope;;(not in ET);MT
lettre imitation moyen-âge;(PC);imitation deckle-edged writing paper;;(not in ET);MT
document d’immigration;TDTR;Immigration documents;;;
licence d’import/export;TDTR;Import/Export licences;;;
'bon d''importation';;importation licence;;;AM
papier imprégné;TDTR;Impregnated papers;;;
ordre de recrutement;TDTR;Impress warrants;;;
monnaie de nécessité (2);TDTR ;Improvised currency;;;
journal occasionnel;TDTR;Improvised newspapers;;;
bordereau de vente;(65 supp);in context, form confirming details of objects for sale;;(not in ET);
carte “in memoriam”;TDTR;In memoriam cards;;;
rapport d’incident;TDTR;Incident report forms;;;
déclaration d’impôts sur le revenu;TDTR;Income tax forms;;;
;TDTR;Indentures;;(pas d’équivalent trouvé en français);
indicateur Chaix;;indicateur Chaix (Fr);JAL, AM, MT, TD;Not in ET. Bradshaw and Chaix present in each language.;
indulgence;TDTR (Petit 1997:26) (Afnor);Indulgences;;;AM
charte des encres;TDTR;Ink charts;;;
en médaillon;(CC 39, 68);inlay/onlay;;(not in ET);MT
facture d’hôtellerie;TDTR;'Innkeepers'' bills';;;
inscription (1);TDTR;Inscriptions;;;
fiche de contenu;TDTR;Insert cards;;;
encart;;insert, magazine;;;AM
'bon d''ouverture';;inspection order;;;AM
presse institutionnelle, d’entreprise, d’établissement scolaire, paroissiale;TDTR;Institutional magazines;;;
menu d’institution;TDTR;Institutional menus;;;
instructions;TDTR;Instructions;;;
carte d’insulte;TDTR;Insult cards;;;
attestation d’assurance;TDTR;Insurance certificates;;;
police d’assurance;(TL) (Kettridge);insurance policy;;;MT
registre de police;(S&A);insurance register;;(not in ET);MT
coupon réponse international;(Kettridge 1973);international reply coupon;;;AM
Inventaire, état, registre d’inventaire;TDTR AN AM (Kettridge RT2000) (S&A) (PL 1830s);Inventories;;;
Carton d’invitation, carte d’invitation, invitation, lettre de (faire) part, billet de part = billet de faire part, billet d’invitation;TDTR (PL, 1896) (N);Invitations;;;
copie de factures;(Kettridge 1973;invoice book;;;AM
bloc de factures;(PL, 1935);invoice pad;;;MT
facture;TDTR (CC 72, 17 TL) (E&R) JGC p.12 (Afnor) JGC p.389;Invoices;;;MT
impression iridescente;TDTR;Iridescent printing;;;
itinéraire;TDTR;Itineraries;;;AM
feuille de route (d’officier);(F);itinerary [military] ;;;MT
pochette de couvre-pots [pour confitures];ABMP;jam-pot covers;;(not in ET);MT
;TDTR;Japanese paper souvenirs;;;
estampe japonnaise;(CC 70);japanese print;;(not in ET);MT
carte de vœux juive;TDTR;Jewish greetings cards;;;
puzzle;TDTR (Afnor);Jigsaw puzzles;;;
boîte de puzzles;;jigsaw puzzles, boxes of;;(not in ET as such);MT
description de poste;TDTR;Job descriptions;;;
instructions professionnelles;TDTR;Job instructions;;;
bordereau de travail;;job ticket;;;AM
travaux de ville, ouvrage de ville;;jobbing printing;;;MT
plaisanterie;TDTR;Jokes;;;
journal (2);(Kettridge 1973);journal, day book;;;AM
mandement (1);(PL);judgement or decision promulgated by a bishop etc.;;;MT
pantin (1);TDTR;Jumping jacks;;;AM
liste de jurés;TDTR;Jury lists;;;
convocation à un jury;TDTR;Jury summonses;;;
keepsake;TDTR;Keepsake;;;
souvenir, keepsake;TDTR;Keepsakes,  Souvenirs;;;
clé magnétique d’hôtel;TDTR;Keycards;;;
légende;TDTR;Keys (Legends);;;
papier cuisine;ABMP;kitchen paper;;(not in ET);MT
cornet (2);TDTR;Kite bags;;;
canivet (2);(CC 34, 82) (Afnor);knife-cut work ;;(under cut-paper work in ET);MT
patron de tricot;TDTR;Knitting patterns;;;
compteur registre à tricoter;TDTR;Knitting registers;;;
étiquette, label de produit;TDTR;Labels, Product labels;;;
papier dentelle;TDTR;Lace paper;;;
canivet (3);(Twyman 2013:392);lacework;;;AM
carton rond pour chapeaux de dame;(PL 1879);lady’s hatbox;;(not in ET);MT
libelle;JGC p.470;lampoon;;;AM
carte de débarquement;TDTR;Landing cards;;;
lanterne;(PL 1900) JGC p.480;lantern;;(not in ET);MT
ruban de revers de veste;TDTR;Lapel ribbons;;;
sac à linge [bâteau];(CC 69, 57);laundry bag [ship];;(not in ET);MT
liste de blanchissage;TDTR;Laundry lists;;;
papier hygiénique;TDTR;Lavatory paper;;;AM
loi;TDTR JGC p.414;Laws;;;
maquette;TDTR;Layouts;;;
tablette à écrire;TDTR;Leaf tablets,  Writing tablets;;;
tract, prospectus, dépliant;TDTR;Leaflets;;;
matériel scolaire, éducatif;TDTR;Learning aids;;;
feuille, feuillet;TDTR;Leaves;;;
programme des conférences, des cours;TDTR;Lecture lists;;;
billet d’admission aux cours;TDTR;Lecture tickets;;;
grand livre (1);TDTR (Kettridge 1973);Ledgers;;;
ticket de consigne;TDTR;Left luggage tickets;;;
document légau;TDTR;Legal documents;;;
copie de lettres;(Kettridge 1973);letter book;;;
carte-lettre;TDTR JGC p.524 (CC 43, 8 ABMP) (Kettridge 1973);Letter cards;;;
lettre de crédit (créance);(Kettridge 1973);letter of credit;;;AM
'lettre d''introduction';(Kettridge 1973);letter of introduction;;;AM
bloc de papiers à lettre, bloc-lettres;(PM)  ABMP;letter pads;;(not in ET);MT
alphabet décoratif;TDTR;Letter pictures;;;
sceau (de cire);TDTR;Letter seals,  Seals;;;
en-tête;JGC p.390;letterhead(ing);;;AM
tête de lettre, en-tête (de lettre);TDTR (N,PL 1839) (CC 53, 11, S&A);Letterheads;;;
lettre;TDTR;Letters;;;
lettre patente;;letters patent;;;AM
papier de correspondance;TDTR;Lettersheets;;;
carte de lecteur;TDTR;Library cards;;;
étiquette de bibliothèque;TDTR;Library labels;;;
brevet (1);JGC JAL CC18/13/16 p.39 JGC p.97;licence;;;
licence, permis, brevet, patente;TDTR (N);Licences;;;
couvercle;TDTR;Lids (Covers);;;
carte Liebig, chromo Liebig;TDTR (RT2000);Liebig cards;;;AM
plan d’éclairage;TDTR;Lighting plots;;;
bordereau de pièces;;list (schedule) of documents;;;AM
bordereau de portefeuille;;list (schedule) of investments;;;AM
bulletin de cours;;list of prices (quotations);;;AM
bordereau;;list, schedule, statement, report, slip, note, contract note, contract, bordereau;;;
liste;TDTR;Lists;;;
directives anticipées;TDTR;Living wills;;;
affichette de film;TDTR;Lobby cards;;;
journal de bord, livre de bord, journal;(Kettridge 1973);Log books;;;AM
logo;TDTR;Logos;;;
grand livre à feuilles mobiles;(Kettridge 1973);loose leaf ledger, perpetual register;;;AM
avis de recherche;TDTR;Lost and found notices;;;
bon adiré;;lost bond;;;AM
jeu de loto;(CC 69, 30–36) (CC18/13/16 p.8) JAL;loto;;(not in ET);MT
billet de loterie (1);TDTR, TLF (CC 4/3/16 p.38) JGC p.385 (CC 62, 4) (Afnor) JGC p.375;Lottery tickets;;;
carte de fidélité;TDTR;Loyalty cards;;;
étiquette de bagage;TDTR (Twyman 2012:392);Luggage labels;;;
chèque-déjeuner, chèque repas;;luncheon voucher;;;AM
carte à lecture magnétique/opto-magnétique;TDTR;Machine-readable cards;;;
boîte factices;(CC 31, 19, PL 1935);made-up box;;(not in ET);MT
couverture de magazine;TDTR;Magazine covers;;;
encart de magazine;TDTR;Magazine inserts;;;
magazine;TDTR;Magazines;;;
livre magique à colorier;TDTR;Magic colouring books;;;
ardoise magique;TDTR;Magic slates;;;
carte de prestidigitation;TDTR;'Magicians'' cards';;;
courrier (1);TDTR;Mail;;;
catalogue de vente par correspondance;TDTR;Mail order catalogues;;;
liste de diffusion;TDTR;Mailing lists;;;
mandat, ordre;TDTR (CC 61, 83, TL, N) (F 1840);Mandate;;;MT
manifeste;TDTR;Manifestos;;;
liste de passagers, facture de la cargaison, manifeste;TDTR (Kettridge 1973) (N);Manifests;;;
polycopie;(Kettridge 1973);manifold;;;AM
manuel;TDTR;Manuals;;;
catalogue de fabricant;TDTR;'Manufacturers'' catalogues';;;
manuscrit;TDTR;Manuscripts;;;
carte;;map (terrestre) chart (nautique);;;
carte (géographique);TDTR;Maps;;;
télégramme sans fil;TDTR;Marconigrams;;;
chartepartie;(TL);maritime agreement?;;;MT
marque;TDTR;Marks;;;
'certificat de mariage, extrait d''acte de mariage';TDTR;Marriage certificates;;;
contrat de mariage;TDTR;Marriage contracts (1);;;
;;marriage contracts (2);;;MT
permission de se marier;TDTR;Marriage licences;;;
billet de mariage (1);(N, PL) (JGC p.40);marriage notice;;;MT
masque;TDTR;Masks;;;
;TDTR;Mass cards;;;
certificat de patron marinier;TDTR;'Master mariners'' certificates';;;
pochette d’allumettes;(CC 67, 6, 46, 30) (CC18/13/16 p 21) JAL;matchbook;;;MT
couvercle de boîte d’allumettes;TDTR;Matchbook covers;;;
etui à allumettes, porte-boîte d’allumettes;(CC 59, 7)(AP);matchbox holder;;(not in ET);MT
étiquette de boîte d’allumettes;TDTR;Matchbox labels;;;
boîte d’allumettes;TDTR JGC p.389;Matchboxes, Pull-matches;;;
certificat de chargement;(Kettridge 1973);mate’s certificate;;;AM
'billet de bord (d''embarquement)';(Kettridge 1973);mate’s ticket;;;AM
bon de bord, bon de chargement;;mates receipt;;;AM
set de table;TDTR;Mats;;;
ticket-restaurant, ticket-repas;TDTR;Meal vouchers;;;
ouvrage à système,  carte à système;TDTR (CC 52, 29);Mechanical works;;;
certificat médical (2);TDTR;Medical certificates;;;
fiche de patient, fiche médicale, dossier santé;TDTR;Medical records;;;
étiquette de médicament;TDTR;Medicine labels;;;
pot-pourri;TDTR;Medleys;;;
'carte d''adhérent, carte de marque';TDTR (PL);Membership cards;;;
attestation d’appartenance à une association ou organisation professionnelle;TDTR;Membership certificates;;;
formulaire d’inscription (2);TDTR;Membership forms;;;
annuaire des membres;TDTR;Membership lists;;;
mémorandum (1);(PL 1920);memo ;;;MT
mémorandum (2);(Kettridge 1973);memorandum(-a), note(s);;;AM
mémo;TDTR;Memos;;;
mémorial;TDTR;menu;;;
;;menu blancs;;;MT
menu-carte;(Petit 1997:21, Larousse);menu card;;;AM
porte menu [e.g. Byrrh] ;(56, 87);menu folder/holder, advertising;;(not in ET);MT
bloc-note de menus, bloc de menus;(CC 30, 9) (CC 58,16);menu pads;;(not in ET);MT
menu, carte;TDTR;Menus;;;
bon point;(Afnor);merit point;;;(RT2000) AM
plaque en tôle;(CC 67, 19);metal plaque;;;MT
image à transformation(s);TDTR JAL (Afnor) JGC p.164;Metamorphic pictures;;;
fiche de consommation;TDTR;Meter reading cards;;;
ticket de métro;TLF;metro ticket, underground ticket, tube ticket;;;AM
portrait micrographique;TDTR;Micrographical portraits;;;
capsule de bouteille de lait;TDTR;Milk bottle tops;;;
diagramme;TDTR (Afnor);Mind maps;;;
journal miniature;;miniature newspaper;;;AM
procès-verbal;TDTR;Minutes;;;
affiche “porté disparu”;TDTR;Missing persons notices;;;
mobile;TDTR;Mobiles;;;
monnaie factice;TDTR;Mock money;;;
monnaie;TDTR;Money;;;
mandat de poste;(Kettridge 1973);money (postal) order;;;AM
porte-monnaie;TDTR;Money bags;;;
jeton-monnaie;(Kettridge 1973);money token;;;AM
coupon de reduction;;money-off coupon;;;AM
monogramme (2);TDTR;Monograms;;;
fiche ou carte d’instruction morale, carte d’instruction civique;TDTR;Moral lesson cards;;;
certificat de conformité;TDTR;MOT certificates;;;
carte de fête des mères;TDTR;'Mother''s day cards';;;
carte à devise;TDTR;Motto cards;;;
devise;TDTR;Mottoes;;;
deuil: portefeuille;(PC);mourning letter and envelope as one;;(not in ET) ;MT
carte-lettre deuil;ABMP;mourning letter card;;(not in ET);MT
papier à lettres pour deuil;ABMP;mourning paper;;(not in ET!);MT
papier deuil ;F&V;mourning stationery;;(not in ET);MT
;TDTR;Mulready envelopes;;;
table de multiplication;(PM);multiplication table;;(not in ET);MT
musique;TDTR;Music;;;
cahier de musique;(PM);music exercise book;;(not in ET);MT
affiche de music-hall;TDTR;Music hall posters;;;
manuscrit musical;TDTR;Music manuscripts;;;
feuille de musique, titre de musique, partition ;TDTR;Music sheets;;;
étiquette de luthier;TDTR;'Musical instrument makers'' labels';;;
carte de visite islamique;TDTR;Muslim greetings cards;;;
myriorama;TDTR;Myrioramas;;;
badge à nom;TDTR;Name badges;;;
carte nominative;TDTR;Name cards;;;
étiquette nominative;TDTR;Name labels;;;
accroche serviette;(CC 72, 19);napkin holder ;;(not in ET);MT
bon de la défense;;national war bond;;;AM
code des signaux maritimes;TDTR;Navy signal codes;;;
carnet en duplicata/triplicata;(PL1952);ncr book (no carbon required book)???;;;MT
papier autocopiant;TDTR;NCR paper;;;
collier, collerette;TDTR (CC 28, 30);Neck labels;;;
;TDTR;Neck papers;;;
paquet d’aiguilles;TDTR;Needle packets;;;
papier négociable;TDTR;Negotiable instruments;;;
carte de vœux de nouvel an;TDTR;New Year cards;;;
affichette (1);(Coulisses, RT2000);news bill;;;AM
bulletin (1);;newsletter;;;MT
lettre d’information, newsletter;TDTR;Newsletters;;;
journal, quotidien;TDTR;Newspaper;;;AM
publicité de presse;TDTR;Newspaper advertisements;;;
nécessaire;;No English equivalent ;;;AM
almanach des facteurs;JGC p.238;no english equivalent (see calendrier…);;;MT
cahier de vacances;(PL, 1840);no english quivalent ?;;;MT
manche à côtelettes de mouton/agneau;ABMP;no idea what uk calls them, cutlet papers?;;;MT
bulletin (2);;note, bulletin, notice, letter, ticket, voucher, list, form;;;AM
carnet de notes (1);TDTR;Notebooks;;;
;TDTR;Notelets;;;
bloc-note;;notepoad;JAL, AM, MT, TD;Not in ET;
note;TDTR JGC p.395;Notes;;;
procès-verbal officiel;TDTR;Notes of evidence;;;
placard (1);JGC p.ii;notice;;;AM
avis de délaissement;;notice of abandonment;;;AM
billet de naissance;(N) JGC p.67;notice of birth;;;MT
billet de décès;(N);notice of death ;;;MT
lettre de décès;(PL);notice of death?;;;MT
lettre de mariage;(PL);notice of marriage ?;;;MT
convocation;TDTR (Kettridge 1973;notice of meeting,  Summonses;;;AM
congé (2);;notice to quit;;;AM
avis;TDTR (electre) JGC p.410;Notices;;;
avertissement, notification;(F);notification;;(not in ET);MT
souvenir;(RT2000, Larousse);novelty;;;AM
carte de visite fantaisie;TDTR;Novelty visiting cards;;;
travail inhabituel ?;TDTR;Novelty works;;;
serment, attestation;TDTR (RT2000, Larousse, Kettridge);Oaths;;;
calendrier de bureau;(Imp par image IV:2;office calendar ;;;AM
sous-main [de bureau] ;(AP);office writing pad ?;;(not in ET);MT
pré-cinéma, d’optique;TDTR;Optical novelties;;;
'papier d''orange';;orange wrapper;;;AM
carnet de commandes;TDTR (Kettridge 1973);Order books;;;
formulaire de commandes, bon de commande;TDTR (CC 67, 40);Order forms;;;
mandement (2);;order to pay;;;AM
bon;(Kettridge 1973);order, note, licence, receipt, voucher, bond, draft;;;AM
protocole;TDTR;Orders of service;;;
décret (2);(PL);ordinance (public injunction of an authority), by-law;;;MT
ordonnance;TDTR MT;Ordinance broadsides;;;
carton d’invitation à une ordination;TDTR;Ordination cards;;;
organigramme;TDTR;Organisational charts;;;
dessin original, création (2);TDTR;Original;;;
bordereau de débarquement;;outturn report;;;AM
'coupon d''aller';(Kettridge 1973);outward half (of a ticket);;;AM
marque de propriété, marque de provenance;TDTR (mckitterick:75);Ownership marks;;;
Oyster card (R.-U.);;Oyster card;JAL, AM, MT, TD;;
papier à reproduire (ozalid);(B);ozalid;;(not in ET);MT
conditionnement, emballage;TDTR;Packaging;;;AM
couvercle d’emballage;(CC 61, 24-25);packaging (flatpack);;(not in ET);MT
paquet;TDTR;Packets;;;
document de PACS ?;;PACS agreement?;;;
épreuve de page;TDTR;Page proofs;;;
échantillon de peinture;TDTR;Paint charts;;;
;TDTR;'Pall bearers'' cards';;;
carte des lignes de la main;TDTR;Palmistry charts;;;
brochure, livret;TDTR;Pamphlets;;;
panorama;TDTR;Panoramas;;;
pantin (2);TDTR;Pantin;;;
sac en papier, sachet d’emballage;TDTR(CC 61, 13);paper bag;;;
chaînon décoratif;(FN, with scope note;paper chain;;;MT
vêtement de papier;TDTR;Paper clothing;;;
manchon en papier;TDTR;Paper cup sleeves;;;
tasse en carton;TDTR;Paper cups;;;
papier-monnaie;(Hunnisett 1998:31, Larousse) JGC p.352;paper currency;;;AM
diorama de papier;TDTR;Paper dioramas;;;
poupée de papier;TDTR;Paper dolls;;;
drapeau en papier;TDTR, (CC 60, 31);Paper flags;;;
fleur en/de papier;TDTR;Paper flowers;;;
chapeau publicitaire;(CC 41, 42–47);paper hat, advertising;;;MT
chapeau en papier;TDTR, (CC 69, 18);Paper hats;;;
papier à dentelle;(CC 42, 108);paper lace;;;MT
lithophanie;TDTR;Paper lithophanes;;;
monnaie de papier, papier-monnaie;;paper money;;;AM
serviette japonaise;ABMP;paper napkin;;;MT
nappe en papier, serviette en papier;TDTR(CC 35, 22);Paper napkins;;;
article en papier fantaisie;TDTR;Paper novelties;;;
set de table en papier;;paper place mat;;;AM
ardoise en papier;TDTR;Paper plates;;;
échantillon de papier;TDTR (Afnor);Paper samples;;;
soldat de papier;TDTR;Paper soldiers;;;
jouet en papier;TDTR;Paper toys;;;
types, sortes de papier;TDTR;Paper types;;;
ouvrage de papier;TDTR;Paperwork (Crafts);;;
'papier d''arménie';TDTR;'Papiers d''Armenie Parcel post labels';;;
papyrus;;papyrus;;;AM
étiquette de colis postal;TDTR;Parcel post labels;;;
ruban adhésif pour colis;TDTR;Parcel tape;;;
bulletin paroissial;TDTR;Parish magazines;;;
;;parking disks;;;MT
permis (disque) de stationnement;TDTR(CC 64, 18);Parking permits;;;
ticket de stationnement, contravention (pour stationnement irrégulier);TDTR;Parking tickets;;;
;TDTR;Parliamentary envelopes;;;
jeu de société;;parlour game, boardgame;;;AM
liste de participants;TDTR;Participants lists;;;
carnet de compte;(Kettridge 1973);pass book;;;AM
laisser-passer;JAL (Afnor) JGC p.538;pass/permit;;;AM
billet de passage (voyage);;passage ticket;;;AM
passe Navigo (STIF);TDTR;passe Navigo (Fr);JAL, AM, MT, TD;;
liste de personnel, annuaire du personnel;TDTR;Passenger lists;;;
carte, passe;TDTR;Passes;;;
passeport;TDTR AN JAL (Afnor);Passport;;;AM
brevet (2);;patent;;;AM
patron;TDTR;Pattern sheets;;(mais dans la carte à jouer, un “Pattern sheet”, c’et une “fiche de portrait (standard)” : cf. http://i-p-c-s.org/pattern;
reçu de mise en gages, reçu de mont-de-piété;TDTR;'Pawnbrokers'' tickets';;;
bon de paye;;pay bill (voucher);;;AM
bulletin de salaire ?;TDTR;Pay packets;;;
bordereau de versement;(Kettridge 1973);pay-in slip, deposit slip;;;AM
carte de paiement;TDTR;Payment cards;;;
relevé de salaire payé;TDTR;Payslips;;;
carte de sonnerie de cloches ?;TDTR;Peal cards;;;
;;pedigree forms;;;MT
peep-show, livre tunnel ou accordéon;TDTR(CC 72, 30–31);Peepshow books;;;
pv (procès-verbal);TDTR;Penalty charge notices;;;
trait de plume;TDTR;'Penmen''s flourishes';;;
pennon, fanion;TDTR, (CC 65, 50);Pennants;;;
feuilleton d’horreur;TDTR;Penny dreadfuls;;;
essuie-plume(s);(Kettridge 1973);Penwiper;;;AM
ardoise [carton] perforée;(FN, with scope note);perforated card, in imitation of slate, for thread drawing;;(not in ET);MT
perforations;TDTR;Perforations;;;
autorisation de représentation théâtrale;TDTR;Performance licences;;;
affiche de spectacle;TDTR JGC p.413;Performing arts posters;;;
étiquette de parfum;(RT2000, Larousse);perfume label;;;AM
échantillon de parfum (card with bottle) ;(50, 15);perfume samples (et needs sample cards);;;MT
prospectus de périodique;;Periodical announcements;JAL, AM, MT, TD;;
prospectus de périodique;;periodical prospectuses;JAL, AM, MT, TD;Not in ET.;
permis, autorisation;TDTR(RT2000 Larousse);Permits;;;
calendrier perpétuel;TDTR(CC18/13/16 p.57) JAL(CC 36, 13) (Afnor) JGC p.229;Perpetual calendars;;;
calendrier perpétuel/à effeuiller;(Larousse);perpetual/tear-off calendar;;;AM
avis de personne;TDTR;Personal notices;;;
vue en perspective;TDTR;Perspective view prints;;;
pétition;TDTR;Petitions;;;
emballage pharmaceutique;(Rickards/Tywman);pharmaceutical package;;;AM
disque de phénakistiscope;TDTR;Phenakistoscope discs;;;
;;Phone book;;;
cylindre de phonos (boîte d’emballage);(31, 40–41);phonographic cylinder box;;(not in ET);MT
cadre porte-photographie;;photo frame ?;;(j) ?? (not in ET) ;MT
photocopie;TDTR;Photocopies;;;
carte de photocopies;TDTR;Photocopy cards;;;
album de photographies;TDTR;Photograph albums;;;
enveloppe de photos, photo pochette;TDTR (CC 65, 63);Photograph wallets;;;
éphémères photographiques;(RT2000);photographic ephemera;;;AM
plaque au gélatino-bromure ;(J);photographic glass plate;;(not in ET);MT
papier photographique [à surface mate/brillante] ;(J);photographic paper, matt/glossy;;(not in ET);MT
photo, photographie;TDTR;Photographs;;;
carte phrénologique;TDTR;Phrenological charts;;;
carte physiognomonique;TDTR;Physiognomical charts;;;
physionotrace (Nadeau);;physionotrace;;;AM
alphabet illustré;TDTR;Pictorial alphabets;;;
enveloppe illustrée (2);TDTR;Pictorial envelopes;;;
carte illustrée;TDTR;Pictorial maps;;;
papeterie illustrée;TDTR;Pictorial stationery;;;
étiquette d’encadreur;TDTR;'Picture framers'' labels';;;
casse-tête à images;TDTR;Picture puzzles;;;
image;TDTR;Pictures;;;
carte de pèlerinage;TDTR;Pilgrimage cards;;;
boîte ronde pour pharmacien;(PL 1879);pillbox;;(not in ET);MT
sac oreiller en plastique;(CC 46, 39);pillow bag?;;;MT
permis de navigation;TDTR;'Pilots'' licences';;;
pin-up;(CC 28, 23);pin up;;;MT
enveloppe d’épingles;TDTR;Pin wrappers;;;
canivet (4) ?;TDTR;Pinprick work;;;
placard (2);TDTR (Afnor);Placards;;;
carte de placement;TDTR;Place cards;;;
set de table personnalisé;TDTR;Place mats;;;
plan;TDTR (Afnor);Plans (Diagrams);;;
étiquette de plante;TDTR;Plant labels;;;
couvre-pot;TDTR;Plant pot covers;;;
badge en plastique;(CC 28, 36);plastic badge;;(not in ET as such);MT
sac plastique;TDTR;Plastic bags;;;
ticket de quai;TLF;platform ticket;AM;;
affiche de théâtre (1);TDTR (Art pour tous) AM;Playbills;;;
carte à jouer;TDTR Petit 1997:25, Coulisses JGC p.37 (Afnor);Playing cards;;;AM
emballage de carte à jouer;(RT2000);playing-card wrapper;;;AM
engagement (de ne plus boire), contrat de non-joueur;TDTR;Pledge cards;;;
calendrier de poche;(Twyman 2013: 201) (CC 39, 78) (CC 4/3/16 p.61) JAL;pocket calendar;;;AM
agenda de poche publicitaire;(40, 81);pocket diary, advertising;;(not in ET as such);MT
plan métro de poche;;pocket metro map;;(not in ET as such);MT
bloc de poche;(PL 1935);pocket notepad;;(not in ET);MT
poche (2);TDTR;Pockets;;;
publicité sur lieu de vente (PLV);TDTR;Point-of-sale advertising;;;
'carte de poisson d''avril';TDTR;'Poisson d''avril cards';;;
carte Pokémon ;;pokémon cards;;;TDTR
jeton Pokemon;(CC 56, 87);pokémon cards/pieces?;;;MT
police;(Kettridge 1973);policy;;;AM
avertissement amiable;TDTR;Polite notices;;;
;TDTR;political leaflet;;;
affiche politique;TDTR JGC p.407;Political posters;;;
liste de votes ?;TDTR;Poll lists;;;
planche contact de portraits;TDTR;Polyphotos;;;
PLV (publicité lieu de vente);;pop (point of purchase display);;;AM
coquelicot (porté à la boutonnière);TDTR;Poppies;;;
livre animé en relief;(CC 72, 30–31);pop-up book;;;MT
ticket de péage (2);TDTR;Post horse tickets;;;
timbre poste;TDTR (Petit 1997:25) (Afnor);Postage stamps;;;
cachet postal;TDTR;Postal cachets;;;
carte postale pré-affranchie;TDTR;Postal cards;;;
enveloppe postale;TDTR;Postal covers;;;
étiquette postale;TDTR;Postal labels (1);;;
;;postal labels (2);;;MT
lettre sans enveloppe, "pli napoléon";TDTR;Postal lettersheets;;;
mandat postal, mandat-poste;TDTR;Postal orders;;;
papeterie postale;TDTR;Postal stationery;;;
;TDTR;Postal strike covers;;;
enveloppe pré-affranchie;TDTR;Postal wrappers;;;
album de cartes postales;TDTR;Postcard albums;;;
carnet de cartes postales;TDTR (CC 31, 17);Postcard books;;;MT
carte postale, cp, cpa (carte postale ancienne);TDTR;Postcards;;;
affiche, placard;TDTR (RT2000, Petit 1997:14) AM(Larousse, RT2000);Posters (1);;;
poster;(CC18/13/16 p.55) JAL (Afnor);poster (2);;;
bandeau collé (sur affiche);TDTR;Poster slips;;;
timbre-affiche ?, vignette;TDTR (RT2000);Poster stamps;;;
post-it;TDTR;Post-it notes;;;
boîte à poudre;(CC 50, 12);powder box;;(not in ET);MT
papier poudré;TDTR;Powder papers;;;
procuration (1);TDTR;Powers of attorney;;;
prière;TDTR;Prayers;;;
arrangement prénuptial;TDTR;Prenuptial agreement;;;
carte prépayée;TDTR;Prepaid cards;;;
enveloppe d’ordonnance;TDTR;Prescription envelopes;;;
